###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59806.376216  19.715  0.363    47   17 o  0   1.05 341.47850  37.72398  2167.74  3397.61 2.04 1.99  31.3 -0.448 19.00 19.53 02a59806o0294o
59806.381729  20.522  0.817    22   18 o  0   0.86 341.47850  37.72398  2109.33  3318.45 2.06 1.94  29.5 -0.449 19.00 19.48 02a59806o0306o
59806.410980  22.728  7.143     3   21 o  0   0.73 341.47850  37.72398  2092.12  3435.79 2.11 1.91  31.9 -0.454 19.06 19.60 02a59806o0365o
59807.427436  19.477  0.254    59   15 o  0   1.07 341.47850  37.72398  2139.89  3362.07 2.13 1.95  36.3 -0.450 19.15 19.85 02a59807o0434o
59807.434469  19.706  0.322    48   15 o  0   1.07 341.47850  37.72398  2169.01  3401.61 2.26 1.89  36.0 -0.447 19.15 19.89 02a59807o0449o
59807.437661  21.426  1.829    10   18 o  0   0.79 341.47850  37.72398  2111.79  3323.19 2.31 2.01  36.4 -0.434 19.10 19.90 02a59807o0456o
59807.447634  20.456  0.641    24   15 o  0   1.21 341.47850  37.72398  2095.19  3438.78 2.13 1.95  36.9 -0.444 19.15 19.89 02a59807o0478o
59807.498097  19.686  0.412    48   20 o  0   1.02 341.47850  37.72398  7366.71  8942.60 2.91 2.73  47.6 -0.454 19.00 19.93 01a59807o0571o
59807.501022  21.735  2.526     7   19 o  0   1.15 341.47850  37.72398  7388.97  8981.82 2.92 2.79  46.5 -0.455 19.00 19.92 01a59807o0577o
59807.536265  19.863  0.564    41   23 o  0   0.84 341.47850  37.72398  7338.10  8912.22 3.25 2.74  41.7 -0.414 18.96 19.82 01a59807o0650o
59807.564686  19.667  0.511    49   25 o  0   0.97 341.47850  37.72398  7328.92  9034.56 3.32 2.82  44.6 -0.411 18.84 19.71 01a59807o0710o
59808.498202  19.892  0.393    40   16 o  0   1.02 341.47850  37.72398  5859.78  3180.15 2.72 2.66 -46.9 -0.472 19.19 20.29 01a59808o0501o
59808.521281  19.668  0.331    49   16 o  0   1.08 341.47850  37.72398  5886.40  3220.41 2.77 2.71 -42.8 -0.470 19.16 20.25 01a59808o0550o
59808.527885  19.459  0.246    60   15 o  0   1.55 341.47850  37.72398  5829.03  3145.09 2.82 2.77 -32.7 -0.459 19.10 20.28 01a59808o0563o
59808.540928  21.086  1.304    13   17 o  0   0.80 341.47850  37.72398  5817.24  3262.67 2.67 2.58 -36.9 -0.483 19.17 20.25 01a59808o0589o
59809.343958 -22.327  2.281    -4   10 c  0   0.98 341.47850  37.72398  2141.62  3360.56 2.34 2.28 -76.5 -0.424 19.63 21.50 02a59809o0248c
59809.347148  21.299  0.800    11    9 c  0   1.31 341.47850  37.72398  2161.07  3398.71 2.32 2.24 -74.8 -0.425 19.63 21.52 02a59809o0255c
59809.352635  21.147  0.582    13    7 c  0   1.30 341.47850  37.72398  2103.38  3319.23 2.31 2.26 -87.6 -0.423 19.64 21.55 02a59809o0267c
59809.379397  20.378  0.382    26   10 c  0   1.00 341.47850  37.72398  2086.82  3434.94 2.32 2.27 -88.1 -0.427 19.60 21.41 02a59809o0318c
59810.503224  20.295  0.430    28   12 o  0   1.08 341.47850  37.72398  9807.75  5221.44 2.44 2.22  20.9 -0.418 19.43 20.80 02a59810o0589o
59810.506389  20.922  0.800    16   12 o  0   0.73 341.47850  37.72398  9788.52  5182.09 2.37 2.10  18.5 -0.426 19.45 20.79 02a59810o0596o
59810.517049  20.002  0.326    36   12 o  0   1.09 341.47850  37.72398  9845.48  5261.62 2.33 2.07  23.1 -0.434 19.49 20.77 02a59810o0618o
59810.522480  20.863  0.640    16   10 o  0   1.09 341.47850  37.72398  9865.43  5149.03 2.30 2.04  19.8 -0.433 19.50 20.76 02a59810o0630o
59811.450985  19.963  0.258    38   10 o  0   1.15 341.47850  37.72398   774.54  5358.42 2.24 2.03  23.5 -0.422 19.51 20.88 02a59811o0482o
59811.452795  20.497  0.530    23   12 o  0   1.11 341.47850  37.72398   795.21  5398.29 2.25 2.02  27.3 -0.427 19.53 20.88 02a59811o0486o
59811.455966  20.947  0.677    15   10 o  0   1.31 341.47850  37.72398   737.26  5319.63 2.21 2.08  29.1 -0.424 19.51 20.86 02a59811o0493o
59811.465035  20.383  0.495    26   13 o  0   0.86 341.47850  37.72398   719.24  5436.07 2.31 2.11  20.6 -0.419 19.48 20.82 02a59811o0513o
59811.485662  20.086  0.394    34   13 o  0   1.29 341.47850  37.72398  5857.87  3178.00 2.99 2.73  32.6 -0.447 19.32 20.77 01a59811o0560o
59811.501075  20.564  0.729    22   16 o  0   0.97 341.47850  37.72398  5882.25  3218.23 3.09 2.82  31.6 -0.437 19.26 20.69 01a59811o0592o
59811.504263  23.052  6.091     2   13 o  0   1.24 341.47850  37.72398  5824.84  3142.54 3.05 2.79  30.2 -0.441 19.26 20.65 01a59811o0599o
59811.513459  20.277  0.549    28   16 o  0   0.99 341.47850  37.72398  5809.98  3258.36 3.01 2.80  32.9 -0.442 19.25 20.65 01a59811o0618o
59812.464748  19.965  0.303    38   11 o  0   1.28 341.47850  37.72398  5857.11  3178.30 3.03 2.82  40.6 -0.441 19.36 21.09 01a59812o0520o
59812.473781  20.126  0.383    32   12 o  0   1.26 341.47850  37.72398  5877.89  3215.93 3.13 2.90  35.5 -0.429 19.35 21.07 01a59812o0538o
59812.476579  19.997  0.371    36   14 o  0   1.02 341.47850  37.72398  5820.35  3140.11 3.10 2.90  34.9 -0.431 19.35 21.06 01a59812o0544o
59812.491363  19.808  0.253    43   11 o  0   1.81 341.47850  37.72398  5807.97  3257.02 2.95 2.73  33.7 -0.444 19.37 21.01 01a59812o0574o
59813.481368  21.505  1.085     9   10 c  0   1.29 341.47850  37.72398  9810.00  5220.73 2.99 2.81  -4.8 -0.386 19.50 21.71 02a59813o0529c
59813.484349  20.926  0.662    16   10 c  0   1.30 341.47850  37.72398  9793.39  5186.13 3.03 2.78  13.8 -0.392 19.51 21.71 02a59813o0535c
59813.493593  20.167  0.379    31   12 c  0   1.47 341.47850  37.72398  9845.14  5262.41 3.66 3.52   0.5 -0.409 19.26 21.73 02a59813o0553c
59813.505310  20.488  0.576    23   13 c  0   1.15 341.47850  37.72398  9862.99  5146.63 4.03 3.82  -5.1 -0.386 19.12 21.68 02a59813o0574c
59815.460269  20.722  0.722    19   14 o  0   1.25 341.47850  37.72398  5859.34  3176.09 3.09 2.85  35.1 -0.446 19.28 20.81 01a59815o0566o
59815.463970  19.850  0.335    42   14 o  0   0.82 341.47850  37.72398  5880.24  3214.95 3.00 2.78  40.1 -0.448 19.33 20.86 01a59815o0574o
59815.474900  20.834  0.833    17   14 o  0   1.09 341.47850  37.72398  5823.57  3139.51 3.14 2.94  28.7 -0.439 19.29 20.85 01a59815o0596o
59815.480053  21.403  1.340    10   13 o  0   1.10 341.47850  37.72398  5808.97  3256.39 3.08 2.94  36.3 -0.440 19.28 20.87 01a59815o0607o
59816.467802  21.558  1.542     9   13 o  0   1.31 341.47850  37.72398  1312.55  7407.88 2.80 2.71 -50.2 -0.459 19.28 20.83 01a59816o0508o
59816.470596  19.989  0.380    37   14 o  0   1.09 341.47850  37.72398  1334.34  7446.99 2.71 2.65 -66.6 -0.460 19.28 20.82 01a59816o0514o
59816.476644  20.250  0.552    29   16 o  0   0.70 341.47850  37.72398  1274.45  7370.09 2.76 2.68 -55.2 -0.457 19.31 20.82 01a59816o0527o
59816.487848  20.228  0.433    29   13 o  0   1.03 341.47850  37.72398  1260.30  7486.73 2.68 2.57 -62.6 -0.466 19.33 20.74 01a59816o0550o
59817.350496  20.516  0.440    23   10 c  0   1.30 341.47850  37.72398   750.92  5351.97 2.76 2.32  26.6 -0.393 19.54 21.56 02a59817o0252c
59817.353694  20.397  0.328    25    8 c  0   1.42 341.47850  37.72398   778.35  5393.49 2.31 2.26  28.7 -0.426 19.63 21.57 02a59817o0259c
59817.388965  21.534  1.029     9    9 c  0   1.13 341.47850  37.72398   717.70  5316.17 2.39 2.26  21.1 -0.425 19.64 21.57 02a59817o0332c
59817.401909  20.409  0.398    25   10 c  0   0.78 341.47850  37.72398   708.59  5425.87 2.39 2.28  29.0 -0.423 19.62 21.56 02a59817o0359c
59817.472652  21.436  1.451    10   14 o  0   0.98 341.47850  37.72398  1319.84  7409.42 2.90 2.84 -71.8 -0.439 19.22 20.79 01a59817o0478o
59817.507325  20.757  0.865    18   16 o  0   0.81 341.47850  37.72398  1349.42  7451.20 2.90 2.82 -56.3 -0.434 19.23 20.68 01a59817o0553o
59817.510974  20.173  0.528    31   16 o  0   0.87 341.47850  37.72398  1288.50  7374.48 3.14 3.07 -23.1 -0.417 19.13 20.69 01a59817o0561o
59817.518719  20.006  0.376    36   14 o  0   1.49 341.47850  37.72398  1271.68  7490.75 2.86 2.80 -59.5 -0.438 19.18 20.67 01a59817o0578o
59818.573010  21.475  1.345     9   13 c  0   1.06 341.47850  37.72398   821.60  9590.23 2.66 2.28 -51.2 -0.475 19.50 21.45 02a59818o0210c
59818.576240  21.626  1.480     8   12 c  0   1.02 341.47850  37.72398   801.89  9552.94 2.68 2.31 -55.7 -0.475 19.48 21.45 02a59818o0217c
59818.576693  24.404 18.667     1   12 c  0   1.03 341.47850  37.72398 10397.87  9639.71 3.00 2.94 -20.4 -0.377 19.48 21.52 02a59818o0218c
59818.584538  20.533  0.491    22   11 c  0   1.28 341.47850  37.72398 10378.36  9602.85 2.91 2.81 -29.5 -0.374 19.57 21.53 02a59818o0235c
59818.586347  22.519  3.182     4   11 c  0   1.20 341.47850  37.72398   859.93  9629.78 2.65 2.24 -53.9 -0.490 19.53 21.46 02a59818o0239c
59818.589560  20.042  0.333    35   12 c  0   1.15 341.47850  37.72398 10434.45  9683.52 3.06 2.97 -12.8 -0.363 19.51 21.54 02a59818o0246c
59818.593356  21.222  1.080    12   13 c  0   1.02 341.47850  37.72398   879.76  9512.64 2.53 2.20 -53.7 -0.493 19.49 21.44 02a59818o0254c
59818.609523  21.129  0.985    13   13 c  0   0.99 341.47850  37.72398 10453.80  9563.60 2.90 2.71 -36.2 -0.382 19.59 21.50 02a59818o0289c
59819.445333   0.000 21.345    -0   10 c  0   1.00 341.47850  37.72398   826.87  9590.20 2.51 2.17 -53.5 -0.489 19.66 21.62 02a59819o0485c
59819.448504  20.321  0.414    27   11 c  0   0.98 341.47850  37.72398   808.39  9551.76 2.44 2.10 -49.8 -0.488 19.65 21.62 02a59819o0492c
59819.453843  20.339  0.510    27   14 o  0   1.23 341.47850  37.72398  1309.83  7404.46 2.83 2.75 -79.9 -0.461 19.25 20.90 01a59819o0504o
59819.454383 -22.468  2.667    -4   10 c  0   1.17 341.47850  37.72398   863.69  9627.86 2.34 2.01 -51.1 -0.503 19.71 21.62 02a59819o0505c
59819.458593  19.946  0.382    38   15 o  0   1.03 341.47850  37.72398  1331.95  7445.02 2.71 2.64 -50.3 -0.465 19.33 20.91 01a59819o0514o
59819.465538  20.110  0.350    33   12 o  0   1.17 341.47850  37.72398  1273.26  7367.95 2.66 2.59 -55.2 -0.467 19.39 20.96 01a59819o0529o
59819.466623  21.346  1.079    10   11 c  0   1.08 341.47850  37.72398   882.02  9508.82 2.53 1.96 -55.9 -0.506 19.70 21.64 02a59819o0532c
59819.497794  20.147  0.377    32   12 o  0   1.29 341.47850  37.72398  1260.99  7487.43 2.71 2.61  88.4 -0.451 19.36 21.02 01a59819o0598o
59819.634885 -21.965  6.969    -6   41 c  0   0.90 341.47850  37.72398   835.79  9568.64 2.69 2.42 -51.2 -0.493 18.19 19.41 02a59819o0897c
59820.422800  19.911  0.316    39   12 o  0   1.66 341.47850  37.72398  9232.53  3188.72 3.09 2.93  12.9 -0.437 19.30 20.88 01a59820o0397o
59820.447354  20.234  0.451    29   13 o  0   1.13 341.47850  37.72398  9211.33  3142.70 2.95 2.79   9.3 -0.436 19.33 20.88 01a59820o0443o
59820.466186  20.663  0.748    20   15 o  0   0.86 341.47850  37.72398  1270.61  7367.52 2.73 2.66 -70.6 -0.459 19.25 20.90 01a59820o0480o
59820.471280  21.933  2.111     6   13 o  0   1.12 341.47850  37.72398  1255.08  7484.67 2.72 2.65 -69.2 -0.454 19.34 20.95 01a59820o0491o
59821.444770  21.308  1.012    11   11 c  0   0.93 341.47850  37.72398   827.97  9596.21 2.42 2.09 -55.9 -0.493 19.67 21.64 02a59821o0486c
59821.448385  20.615  0.494    21   10 c  0   1.07 341.47850  37.72398   808.48  9557.25 2.39 2.08 -56.3 -0.494 19.69 21.63 02a59821o0494c
59821.452456  20.803  0.505    17    9 c  0   1.37 341.47850  37.72398 10407.14  9632.69 2.64 2.63 -54.5 -0.394 19.62 21.65 02a59821o0503c
59821.455753  21.268  0.886    11   10 c  0   1.29 341.47850  37.72398   865.03  9630.94 2.36 2.08 -51.2 -0.497 19.66 21.65 02a59821o0510c
59821.456206  20.236  0.323    29    9 c  0   1.11 341.47850  37.72398 10387.44  9590.25 2.61 2.57  83.1 -0.398 19.66 21.65 02a59821o0511c
59821.462653  21.186  0.760    12    9 c  0   1.17 341.47850  37.72398 10445.09  9675.61 2.66 2.61  71.4 -0.399 19.67 21.68 02a59821o0525c
59821.465816 -23.889 10.125    -1   10 c  0   1.15 341.47850  37.72398   883.86  9510.56 2.32 2.08 -46.8 -0.492 19.69 21.67 02a59821o0532c
59821.475058  21.813  1.600     7   11 c  0   1.21 341.47850  37.72398 10462.90  9558.27 2.77 2.66  47.1 -0.386 19.65 21.71 02a59821o0551c
59821.490234  19.838  0.296    42   12 o  0   1.04 341.47850  37.72398  1328.07  7408.53 2.74 2.66 -63.0 -0.447 19.40 21.06 01a59821o0180o
59821.493422  20.190  0.441    30   13 o  0   0.90 341.47850  37.72398  1349.04  7447.48 2.81 2.71 -59.8 -0.452 19.36 21.04 01a59821o0187o
59821.498901  19.453  0.223    60   13 o  0   0.78 341.47850  37.72398  1287.94  7370.53 2.90 2.78 -78.2 -0.445 19.33 21.02 01a59821o0199o
59821.510795  20.102  0.407    33   14 o  0   0.91 341.47850  37.72398  1273.39  7487.64 2.77 2.66 -57.0 -0.454 19.34 21.02 01a59821o0225o
59822.364735  21.449  0.947    10    9 c  0   1.10 341.47850  37.72398  9745.02   979.74 2.45 2.07 -59.3 -0.437 19.70 21.71 02a59822o0310c
59822.398374  23.350  5.692     2   10 c  0   0.70 341.47850  37.72398  9770.64  1025.02 2.47 2.12 -60.8 -0.434 19.64 21.66 02a59822o0381c
59822.402098  20.869  0.477    16    8 c  0   1.40 341.47850  37.72398  9719.91   946.36 2.44 2.12 -62.3 -0.430 19.62 21.65 02a59822o0388c
59822.403907  20.288  0.285    28    8 c  0   1.46 341.47850  37.72398   178.80   947.81 2.38 2.21 -74.5 -0.454 19.67 21.64 02a59822o0392c
59822.405714  22.356  2.375     4   10 c  0   0.87 341.47850  37.72398   198.73   988.18 2.37 2.21 -75.6 -0.459 19.61 21.64 02a59822o0396c
59822.406165  20.865  0.565    16    9 c  0   1.06 341.47850  37.72398  9700.80  1065.31 2.42 2.14 -62.0 -0.432 19.68 21.64 02a59822o0397c
59822.408879  20.133  0.262    32    8 c  0   1.10 341.47850  37.72398   141.91   906.87 2.40 2.25 -72.5 -0.452 19.60 21.62 02a59822o0403c
59822.437331  21.090  0.893    13   12 c  0   0.84 341.47850  37.72398 10474.28  9551.23 2.63 2.59   5.1 -0.397 19.64 21.64 02a59822o0461c
59823.447600  20.178  0.381    31   12 o  0   1.21 341.47850  37.72398  1307.23  7406.63 2.71 2.64 -85.2 -0.454 19.38 21.11 01a59823o0485o
59823.452770  20.058  0.383    34   13 o  0   0.99 341.47850  37.72398  1329.29  7445.90 2.70 2.66 -88.0 -0.455 19.39 21.09 01a59823o0496o
59823.456639  20.180  0.399    31   12 o  0   1.11 341.47850  37.72398  1268.13  7367.96 2.72 2.68  72.5 -0.450 19.38 21.10 01a59823o0503o
59823.490410  19.930  0.309    39   12 o  0   1.13 341.47850  37.72398  1260.49  7488.36 2.76 2.71  88.3 -0.445 19.35 20.96 01a59823o0573o
59824.425543  19.804  0.290    44   13 o  0   0.99 341.47850  37.72398  9810.02  3285.01 2.98 2.86   7.8 -0.441 19.43 21.17 01a59824o0450o
59824.428778  19.899  0.312    40   12 o  0   0.93 341.47850  37.72398  9831.09  3322.20 2.95 2.84  11.8 -0.441 19.44 21.13 01a59824o0457o
59824.455750  19.929  0.330    39   13 o  0   1.34 341.47850  37.72398  9777.21  3249.06 2.95 2.79  16.6 -0.442 19.40 21.00 01a59824o0511o
59824.458548  22.373  2.840     4   12 o  0   1.14 341.47850  37.72398   104.78  3517.36 2.53 2.48   4.1 -0.550 19.37 20.99 01a59824o0517o
59824.460868  20.753  0.800    18   14 o  0   1.04 341.47850  37.72398  9761.95  3367.42 3.08 2.81   5.0 -0.432 19.31 20.92 01a59824o0522o
59824.462237 -21.567  1.491    -9   13 o  0   1.31 341.47850  37.72398   125.08  3557.53 2.51 2.47  14.5 -0.550 19.34 20.92 01a59824o0525o
59824.480325  20.772  0.743    18   13 o  0   1.00 341.47850  37.72398    68.65  3479.55 2.62 2.61   2.0 -0.537 19.35 20.91 01a59824o0563o
59824.494375  20.001  0.464    36   17 o  0   0.60 341.47850  37.72398    58.26  3596.32 2.61 2.55 -30.2 -0.548 19.30 20.86 01a59824o0591o
59827.424131  20.236  0.531    29   16 o  0   1.18 341.47850  37.72398  9808.36  3285.88 2.95 2.86  10.4 -0.447 19.21 20.61 01a59827o0454o
59827.437570  21.019  1.063    14   15 o  0   1.34 341.47850  37.72398  9831.57  3324.02 3.16 3.05  -2.3 -0.425 19.18 20.62 01a59827o0482o
59827.438483  19.792  0.351    44   15 o  0   1.10 341.47850  37.72398    97.06  3517.08 2.83 2.73 -37.4 -0.517 19.19 20.64 01a59827o0484o
59827.440777  20.297  0.543    28   15 o  0   1.32 341.47850  37.72398  9772.96  3248.75 3.11 3.01   1.1 -0.431 19.18 20.66 01a59827o0489o
59827.441690  19.914  0.390    39   15 o  0   1.07 341.47850  37.72398   119.45  3556.19 2.85 2.77 -40.8 -0.514 19.19 20.66 01a59827o0491o
59827.451988  20.927  0.862    16   13 o  0   1.20 341.47850  37.72398  9758.11  3367.47 2.92 2.77  -1.4 -0.451 19.31 20.73 01a59827o0512o
59827.452899  19.992  0.318    37   12 o  0   2.00 341.47850  37.72398    60.60  3478.68 2.63 2.56 -39.3 -0.538 19.31 20.74 01a59827o0514o
59827.458413 -21.265  1.209   -11   14 o  0   1.14 341.47850  37.72398    46.21  3594.76 2.60 2.47 -43.0 -0.553 19.35 20.83 01a59827o0526o
59828.425307  20.652  0.886    20   18 o  0   1.07 341.47850  37.72398  9807.31  3285.30 3.24 3.06  15.3 -0.420 19.04 20.31 01a59828o0351o
59828.430807  19.964  0.532    38   20 o  0   0.97 341.47850  37.72398    95.87  3515.19 3.35 3.32 -45.4 -0.480 18.92 20.32 01a59828o0363o
59828.431263  20.627  0.958    20   20 o  0   0.98 341.47850  37.72398  9830.75  3322.19 3.61 3.49  -4.4 -0.401 18.89 20.30 01a59828o0364o
59828.462080  19.292  0.310    70   22 o  0   0.86 341.47850  37.72398   122.93  3558.05 4.00 3.94  12.5 -0.408 18.75 20.33 01a59828o0426o
59828.462537  19.257  0.290    72   21 o  0   1.06 341.47850  37.72398  9776.63  3251.34 3.92 3.76 -11.7 -0.386 18.81 20.30 01a59828o0427o
59828.467440  21.042  1.455    14   20 o  0   1.19 341.47850  37.72398  9761.93  3369.71 3.84 3.71  -3.4 -0.392 18.81 20.30 01a59828o0437o
59828.467896  19.313  0.289    68   20 o  0   0.80 341.47850  37.72398    64.32  3479.73 3.27 3.21 -24.8 -0.475 18.89 20.34 01a59828o0438o
59828.470662 -20.268  0.756   -28   22 o  0   1.48 341.47850  37.72398    47.51  3596.53 3.95 3.84 -20.7 -0.446 18.74 20.34 01a59828o0444o
59829.324906  19.475  0.440    59   26 o  0   1.22 341.47850  37.72398   706.56  7248.50 3.99 3.89 -60.9 -0.356 18.44 19.82 01a59829o0245o
59829.325818 -22.543  7.700    -4   27 o  0   1.13 341.47850  37.72398 10410.44  7108.08 4.07 3.91  49.2 -0.358 18.55 19.79 01a59829o0247o
59829.328150  19.654  0.533    50   27 o  0   1.04 341.47850  37.72398   688.10  7209.99 3.97 3.91 -58.5 -0.335 18.50 19.82 01a59829o0252o
59829.329062  19.619  0.600    52   31 o  0   1.11 341.47850  37.72398 10391.40  7066.99 4.53 4.32  43.5 -0.312 18.42 19.78 01a59829o0254o
59829.331336  21.760  3.429     7   25 o  0   1.21 341.47850  37.72398   746.55  7284.82 4.02 3.93 -57.6 -0.354 18.49 19.81 01a59829o0259o
59829.334153  20.271  1.102    28   31 o  0   1.06 341.47850  37.72398 10455.40  7145.92 4.83 4.66  39.2 -0.327 18.26 19.75 01a59829o0265o
59829.345097  20.924  1.634    16   25 o  0   1.15 341.47850  37.72398   765.42  7162.24 4.22 4.18 -36.5 -0.347 18.49 19.85 01a59829o0289o
59829.348293  20.388  0.909    25   23 o  0   1.32 341.47850  37.72398 10470.65  7018.35 4.03 3.77  40.4 -0.351 18.63 19.85 01a59829o0296o
59831.373128  19.269  0.335    71   24 o  0   0.94 341.47850  37.72398   683.42  7240.66 2.89 2.30 -41.8 -0.482 18.78 19.30 01a59831o0218o
59831.375989  21.146  1.698    13   22 o  0   1.14 341.47850  37.72398   664.72  7200.95 2.89 2.35 -43.5 -0.487 18.75 19.31 01a59831o0224o
59831.404622  19.757  0.569    45   26 o  0   0.77 341.47850  37.72398   723.84  7275.60 3.00 2.42 -46.2 -0.458 18.77 19.34 01a59831o0278o
59831.420483  19.360  0.511    65   33 o  0   0.78 341.47850  37.72398  9789.07  3528.08 3.17 2.38 -70.9 -0.527 18.76 19.32 01a59831o0310o
59831.457434  19.635  0.474    51   24 o  0   0.78 341.47850  37.72398   140.67  3497.93 2.77 2.42 -49.4 -0.397 18.79 19.29 01a59831o0384o
59831.460864  20.524  1.090    22   24 o  0   1.05 341.47850  37.72398   160.60  3538.12 3.18 2.74 -46.9 -0.360 18.65 19.29 01a59831o0391o
59831.487943  20.065  0.563    34   19 o  0   1.04 341.47850  37.72398   109.89  3463.88 2.81 2.43 -51.4 -0.385 18.80 19.25 01a59831o0446o
59831.516430  20.276  0.816    28   23 o  0   1.18 341.47850  37.72398   100.17  3579.10 2.91 2.47 -51.8 -0.389 18.74 19.21 01a59831o0504o
59832.463480  21.311  1.990    11   22 o  0   0.73 341.47850  37.72398  5217.27  7238.92 2.39 2.07 -39.9 -0.451 18.81 18.91 01a59832o0247o
59832.466248  21.313  2.320    11   25 o  0   0.80 341.47850  37.72398  5238.24  7277.36 2.46 2.11 -42.5 -0.440 18.73 18.91 01a59832o0253o
59832.478539  20.365  0.818    26   21 o  0   1.32 341.47850  37.72398  5181.89  7201.66 2.43 2.11 -41.4 -0.439 18.77 18.89 01a59832o0279o
59832.493847  20.201  0.688    30   21 o  0   1.43 341.47850  37.72398  5163.95  7320.32 2.47 2.11 -46.1 -0.441 18.73 18.86 01a59832o0312o
59833.415180  17.883  0.544   255  139 o  0   1.02 341.47850  37.72398  7280.88  3323.96 2.20 1.83  27.1 -0.437 16.76 16.28 02a59833o0433o
59833.447021  19.470  1.954    59  116 o  0   1.20 341.47850  37.72398  7253.19  3282.97 2.39 2.04  32.2 -0.423 16.86 16.53 02a59833o0502o
59833.447180  20.481  1.091    23   25 o  0   1.42 341.47850  37.72398  5214.58  7239.31 2.34 2.13 -40.0 -0.439 18.58 18.58 01a59833o0292o
59833.450183 -17.598  0.567  -332  188 o  0   0.88 341.47850  37.72398  7313.16  3361.75 2.41 1.89  30.6 -0.434 16.51 16.13 02a59833o0509o
59833.450424  20.147  0.870    32   28 o  0   0.91 341.47850  37.72398  5235.37  7278.99 2.30 2.15 -44.6 -0.434 18.48 18.46 01a59833o0299o
59833.456068  18.613  0.700   130   91 o  0   0.87 341.47850  37.72398  7334.35  3246.36 2.26 1.88  26.4 -0.428 17.15 16.82 02a59833o0522o
59833.456892 -20.105  1.276   -33   42 o  0   1.69 341.47850  37.72398  5178.47  7202.70 2.30 2.12 -38.5 -0.443 17.90 17.75 01a59833o0313o
59833.471375  19.077  0.267    85   23 o  0   0.90 341.47850  37.72398  5161.33  7320.47 2.35 2.14 -40.9 -0.433 18.82 19.05 01a59833o0344o
